"","age","nqx","dx","mx","lx","Lx","Px","Tx","ex"
"0",0,0.093558484916395,0.093558484916395,0.10040178710774,1,0.931840832832968,0.898960715731144,58.3810375607055,58.3810375607055
"1",1,0.025970157190079,0.0235404286303346,0.00660698141116788,0.906441515083605,3.56296274582275,0.977244589187564,57.4491967278725,63.3788234231237
"5",5,0.00905401765382393,0.00799380202332824,0.00181986593483064,0.88290108645327,4.3925224767022,0.992969941874243,53.8862339820498,61.0331494760278
"10",10,0.0061404762571602,0.00537234740725857,0.00123172567491788,0.874907284429942,4.36164278837229,0.991652047831103,49.4937115053476,56.5702359394526
"15",15,0.0107541596666206,0.00935111754844684,0.00216199212943191,0.869534937022684,4.32523200299715,0.986951779480297,45.1320687169753,51.9036864366934
"20",20,0.0155604702452132,0.0133848647283427,0.00313551327835689,0.860183819474237,4.26879542202316,0.984344772888644,40.8068367139781,47.4396702078402
"25",25,0.0157595029643181,0.0133451306374994,0.00317592507315393,0.846798954745894,4.20196646019947,0.983455769593309,36.538041291955,43.1484251216622
"30",30,0.0174079638117524,0.0145087340088456,0.00351092946623552,0.833453824108395,4.13244815892074,0.980644130892431,32.3360748317555,38.7976800830541
"35",35,0.0215034854726685,0.0176101738478689,0.00434555044535245,0.818945090099549,4.05246103326286,0.974950830910266,28.2036266728348,34.4389715669538
"40",40,0.0289747397941699,0.0232184706863753,0.00587668009155706,0.80133491625168,3.9509502516111,0.965027526934631,24.1511656395719,30.1386663051465
"45",45,0.0416638997907198,0.032419365613544,0.00850282516891632,0.778116445565305,3.81277575035402,0.948578602408697,20.2002153879608,25.9604015608297
"50",50,0.0624515806502432,0.0465699613292582,0.0128763060496009,0.745697079951761,3.61671749256858,0.923769541091225,16.3874396376068,21.9760008161315
"55",55,0.0921518959304081,0.064425889477427,0.019283337310746,0.699127118622503,3.34101345836669,0.888559909606577,12.7707221450382,18.2666668261996
"60",60,0.134456654406645,0.0853398038186321,0.0287466141950155,0.634701229145076,2.96869061656066,0.837028322282168,9.42970868667151,14.8569252014417
"65",65,0.198661716132499,0.109137083532347,0.0439204975019196,0.549361425326444,2.48487812615459,0.759809891307455,6.46101807011085,11.7609605848673
"70",70,0.296332555454129,0.130452804176956,0.069094484811821,0.440224341794097,1.88803497894579,0.644319614486405,3.97613994395627,9.03207652659971
"75",75,0.429167535366378,0.132943887325801,0.109284101272118,0.30977153761714,1.2164979697712,0.50228681401299,2.08810496501048,6.74079026456994
"80",80,0.578802502699169,0.10234828653504,0.167501002478819,0.176827650291339,0.611030889489646,0.350357738882586,0.871606995239282,4.92913293709006
"85",85,0.742496514463362,0.0553006679885005,0.258318491991067,0.0744793637562985,0.214079400829008,0.199652998386188,0.260576105749636,3.49863495883583
"90",90,0.881022823324696,0.0168968686930308,0.395326121599312,0.019178695767798,0.0427415942682301,0.0807607906583471,0.0464967049206278,2.4243934771987
"95",95,1,0.00228182707476721,0.622381113609166,0.00228182707476721,0.00366628585744669,0,0.00375511065239776,1.64565960932025
