"","age","nqx","dx","mx","lx","Lx","Px","Tx","ex"
"0",0,0.0991470163728088,0.0991470163728088,0.10622951238915,1,0.933328358032972,0.886816612448033,54.1248418556186,54.1248418556186
"1",1,0.0430715108619902,0.0388010990693548,0.0110836383431047,0.900852983627191,3.50075470420719,0.964651534656031,53.1915134975856,59.0457205163661
"5",5,0.0138841640916177,0.0119688698206893,0.0027982006909787,0.862051884557836,4.27734503078229,0.988799367021669,49.6907587933784,57.6424223222548
"10",10,0.0102828264765682,0.00874125613122007,0.00206676635119699,0.850083014737147,4.22943605897081,0.987096364059054,45.4134137625962,53.4223281436089
"15",15,0.0157723446276596,0.0132699321663739,0.00317853272402808,0.841341758605927,4.17486095583034,0.981097782956981,41.1839777036253,48.950354932894
"20",20,0.0223472483811755,0.0185051267828984,0.00451791186759643,0.828071826439553,4.09594682791881,0.976820558786676,37.009116747795,44.6931239128404
"25",25,0.0241015909575304,0.0195118454479626,0.00487673599769374,0.809566699656655,4.00100506920816,0.974294854138404,32.9131699198762,40.6552911993972
"30",30,0.0274852332798238,0.0217148419717831,0.00557053827710416,0.790054854208692,3.89815865031118,0.969809562348762,28.912164850668,36.5951360170125
"35",35,0.0332039014764873,0.0255118860667574,0.0067483343897979,0.768340012236909,3.78047153462433,0.962441178943761,25.0140062003569,32.5559072831991
"40",40,0.0424386809894105,0.0315246458764966,0.00866423150517809,0.742828126170152,3.63848148074717,0.951445813957387,21.2335346657325,28.5847209033504
"45",45,0.0554729392783298,0.0394580947707946,0.0113980847828902,0.711303480293655,3.46181797401837,0.934688883352788,17.5950531849854,24.7363518841795
"50",50,0.0765950977274492,0.0514600629618593,0.0159037304850416,0.671845385522861,3.23572277650584,0.909875783125363,14.133235210967,21.0364401029083
"55",55,0.10599650183513,0.0657586739813249,0.022335703454483,0.620385322561001,2.94410579524983,0.873088407151958,10.8975124344611,17.5657160770267
"60",60,0.152256029766353,0.0844452515153598,0.0328521350675419,0.554626648579676,2.57046463926152,0.819907543078842,7.95340663921132,14.3401090798268
"65",65,0.215664670321147,0.101401515989012,0.0481136087359043,0.470181397064317,2.10754334694795,0.745581228779618,5.3829419999498,11.4486494649925
"70",70,0.307946398650725,0.113564436271983,0.0722721323060433,0.368779881075305,1.57134475832376,0.635782544048065,3.27539865300185,8.88171730912028
"75",75,0.434211426673544,0.110817462397173,0.110924663538981,0.255215444803322,0.999033568023675,0.497125596388925,1.70405389467808,6.67692308351985
"80",80,0.5836739231129,0.0842813368805841,0.169701315857595,0.144397982406148,0.496645158316325,0.345870535524567,0.70502032665441,4.88248045371852
"85",85,0.746639245522672,0.0448854468585612,0.261303833311273,0.0601166455255642,0.171774926872551,0.196230158371703,0.208375168338084,3.46618089742672
"90",90,0.883642158162537,0.0134589292615129,0.399286828256367,0.015231198667003,0.0337074211044884,0.0790382862301349,0.0366002414655333,2.40297840411105
"95",95,1,0.00177226940549012,0.627052694025036,0.00177226940549012,0.00282634844308533,0,0.00289282036104488,1.6322689722474
