"","age","nqx","dx","mx","lx","Lx","Px","Tx","ex"
"0",0,0.26941345958,0.26941345958,0.328756274270619,1,0.8194929820814,0.645119982802192,27.0217979667478,27.0217979667478
"1",1,0.26297330875,0.192124759862463,0.0798488036059103,0.73058654042,2.40610693192956,0.806953385192502,26.2023049846664,35.8647518603385
"5",5,0.06037408858,0.0325091392363253,0.0124895423198896,0.538461780557537,2.60290876988779,0.958221961762258,23.7961980527369,44.1929193713576
"10",10,0.02931669219,0.0148328578483314,0.00594702504732414,0.505952641321212,2.49416434777006,0.963756340293598,21.1932892828491,41.8878913795298
"15",15,0.0439745177,0.0215967556111483,0.00898454728411445,0.49111978347288,2.40376670389765,0.945642147191291,18.699124935079,38.0744689266047
"20",20,0.06612387081,0.0310466800366492,0.0136582805848212,0.469523027861732,2.2731031072207,0.933872564491538,16.2953582311814,34.7061959993582
"25",25,0.0661315707,0.0289971295964722,0.0136599231843962,0.438476347825083,2.12278862809388,0.933897227139291,14.0222551239607,31.9795017302836
"30",30,0.06606936595,0.027054032318066,0.0136466535487051,0.40947921822861,1.98246641357969,0.9309365244055,11.8994664958668,29.0600010113905
"35",35,0.07253655878,0.0277398069767526,0.015030641853425,0.382425185910544,1.84555039280852,0.921240696739247,9.91700008228711,25.931869677137
"40",40,0.08602784477,0.0305128187211049,0.0179466463823802,0.354685378933792,1.70019612973831,0.907217530084144,8.07144968947859,22.7566462247243
"45",45,0.1007887429,0.0326729448265113,0.0211825296360611,0.324172560212687,1.54244773347981,0.887142131373145,6.37125355974029,19.653895306747
"50",50,0.12739826289,0.0371365446333019,0.0271392493235822,0.291499615386176,1.36837036981095,0.855018446061599,4.82880582626048,16.56539347355
"55",55,0.16681117505,0.0424306027216131,0.0362660332260859,0.254363070752874,1.1699819072325,0.801923076635366,3.46043545644952,13.6043154621746
"60",60,0.23872944573,0.0505945206252938,0.0539251831008232,0.211932468031261,0.938235490655598,0.721905881791726,2.29045354921703,10.8074688625774
"65",65,0.33411239136,0.0539050074249215,0.0795859991493987,0.161337947405967,0.677317719210022,0.612194300243571,1.35221805856143,8.38127719053539
"70",70,0.47515940631,0.0510477719795314,0.123110493607466,0.107432939981045,0.414650047154351,0.461945599989157,0.674900339351406,6.28206153038799
"75",75,0.64116205302,0.0361520300757283,0.188738342035553,0.056385168001514,0.191545764818249,0.295903660706304,0.260250292197055,4.61558068231821
"80",80,0.756454557082467,0.0153054493880387,0.270036949733144,0.0202331379257857,0.0566790930025088,0.193780108534532,0.0687045273788059,3.3956437024653
"85",85,0.877575144793481,0.00432441698201049,0.393727253563867,0.004927688537747,0.010983280793665,0.0919643253269151,0.0120254343762972,2.44038036985904
"90",90,0.955974990591556,0.000576712519819356,0.570962918623733,0.000603271555736502,0.00101007000806547,0.0307858410712078,0.00104215358263217,1.72750326568913
"95",95,1,2.65590359171459e-05,0.833364855885565,2.65590359171459e-05,3.18696375657973e-05,0,3.20835745667038e-05,1.20800975859186
