"","age","nqx","dx","mx","lx","Lx","Px","Tx","ex"
"0",0,0.0409683932896536,0.0409683932896536,0.0424773361595838,1,0.96447651838945,0.956340309501117,69.998654031912,69.998654031912
"1",1,0.00764010408976294,0.00732710130063964,0.00191948372043872,0.959031606710346,3.81722502911614,0.993561026926951,69.0341775135226,71.9832141406918
"5",5,0.00290778836858618,0.00276735529116141,0.000582489239206262,0.951704505409707,4.75091229999784,0.997601012027418,65.2169524844064,68.5264723595384
"10",10,0.00227044895295294,0.0021545133589048,0.000454585204591448,0.948937150118545,4.73951491853135,0.997117642513336,60.4660401844086,63.7197523322329
"15",15,0.00354676690585467,0.00335801732309692,0.000710563077943434,0.946782636759641,4.72585394222277,0.995773454647956,55.7265252658772,58.8588373954565
"20",20,0.00496559323264687,0.00468466290578655,0.000995491385066098,0.943424619436544,4.70587990620883,0.994573417103367,51.0006713236545,54.05908460828
"25",25,0.00592848058571977,0.00556530160733202,0.00118907984680154,0.938739956530757,4.68034305879619,0.99339666417921,46.2947914174456,49.3158846551439
"30",30,0.00733878911267934,0.00684837199778033,0.00147294645135865,0.933174654923425,4.64943718182245,0.991512576684539,41.6144483586494,44.5944905801843
"35",35,0.00974097659832596,0.00902332264439298,0.00195734722696085,0.926326282925645,4.60997544028168,0.988538711422899,36.965011176827,39.9049577434846
"40",40,0.0133432924430581,0.0122398416579157,0.00268586083738664,0.917302960281252,4.55713918142726,0.983599680937288,32.3550357365453,35.2719190251223
"45",45,0.0197568855488993,0.0178812284491711,0.00398920798607344,0.905063118623336,4.48240064483867,0.975536101861488,27.7978965551181,30.7137656845421
"50",50,0.029665937881074,0.0263190828431206,0.00601889452879266,0.887181890174165,4.37274365204734,0.963157833522915,23.3154959102794,26.2804010863006
"55",55,0.0448540955118151,0.038613222582596,0.0091682103582419,0.860862807331044,4.21164230245699,0.941920655083668,18.942752258232,22.0043799045759
"60",60,0.0730795176168976,0.0600896030141109,0.0151472409946346,0.822249584748448,3.96703287650838,0.903478801724879,14.7311099557751,17.915618601719
"65",65,0.123918536589535,0.0944457495836258,0.0263510940433733,0.762159981734338,3.58413010967099,0.836670872049874,10.7640770792667,14.1231202598337
"70",70,0.212062960465087,0.141597456814552,0.0472190273204705,0.667714232150712,2.99873726439863,0.726859754256179,7.17994696959569,10.7530237096625
"75",75,0.342830692150462,0.180368978240465,0.0827509151965513,0.52611677533616,2.17966143107964,0.591173604070362,4.18120970519706,7.94730352881353
"80",80,0.493820054938073,0.170737196156514,0.132502499610965,0.345747797095695,1.28855830386451,0.428718456788391,2.00154827411742,5.78904129232511
"85",85,0.670230263749007,0.11729740122634,0.212330379258249,0.175010600939181,0.55242872751466,0.258939988071514,0.712989970252911,4.07398161269491
"90",90,0.835941290546952,0.0482448466495467,0.337268321976741,0.0577131997128415,0.143045888113008,0.109088310021344,0.16056124273825,2.78205408012622
"95",95,1,0.00946835306329478,0.559728511750833,0.00946835306329478,0.0169159741991305,0,0.0175153546252426,1.84988397751484
