"","age","nqx","dx","mx","lx","Lx","Px","Tx","ex"
"0",0,0.18950271236,0.18950271236,0.217062439448007,1,0.8730331827188,0.777363166443225,39.6966030372361,39.6966030372361
"1",1,0.10633064926,0.0861807028182302,0.0285955268979349,0.81049728764,3.01378264949733,0.916797376281596,38.8235698545173,47.900925082135
"5",5,0.02919886804,0.0211492243793943,0.00593508741685991,0.72431658482177,3.56342255706551,0.976626353926235,35.80978720502,49.4394135871286
"10",10,0.02115690186,0.0148768428360346,0.00427479222459245,0.703167360442375,3.48013237940539,0.974835686391511,32.2463646479544,45.8587335846585
"15",15,0.02959951138,0.020373063008635,0.0060052230770278,0.688290517606341,3.39255723681098,0.964573168064668,28.766232268549,41.7937361226318
"20",20,0.04193232186,0.0280073296821029,0.008558730340978,0.667917454597706,3.27236968175148,0.955978982604387,25.3736750317381,37.9892378273314
"25",25,0.04638280618,0.02968082729658,0.00948779510549785,0.639910124915603,3.12831663906622,0.950366283793066,22.1013053499866,34.5381397940867
"30",30,0.0533268325,0.0325415955407223,0.010945538121452,0.610229297619023,2.97304665879738,0.94224271463764,18.9729887109204,31.0915729299604
"35",35,0.06282731104,0.0362945649424563,0.0129561832421335,0.577687702078301,2.80133155452961,0.930716373718631,15.999942052123,27.6965252930974
"40",40,0.07674686288,0.0415502248599377,0.0159364472970401,0.541393137135844,2.60724514601537,0.916245451564407,13.1986104975934,24.3789763708837
"45",45,0.09197727636,0.0459741896789883,0.0192451093895526,0.499842912275907,2.38887650614996,0.895727292453698,10.591365351578,21.1893878885927
"50",50,0.11894199952,0.0539840533852657,0.0252287645611127,0.453868722596918,2.13978188485995,0.8667316263845,8.20248884542804,18.0723818078839
"55",55,0.1508838298,0.0603361303689603,0.0325329393092637,0.399884669211653,1.85461663317276,0.824721044191444,6.06270696056808,15.1611387666357
"60",60,0.206403146,0.0700838866368349,0.0458201969437769,0.339548538842692,1.52954136628506,0.764019421733072,4.20809032739532,12.3931922715322
"65",65,0.27635651742,0.0744683128514023,0.0637244196554887,0.269464652205858,1.16859931018592,0.684085390438741,2.67854896111027,9.94026095513258
"70",70,0.37513520762,0.0731499922488735,0.0915036342421116,0.194996339354455,0.79942171537498,0.568598436198172,1.50994965092434,7.74347690794147
"75",75,0.5077929769,0.061872719321134,0.136118640118736,0.121846347105582,0.454549937225073,0.423198539442565,0.710527935549363,5.83134375734449
"80",80,0.651131501382347,0.0390507183026335,0.203003377885737,0.0599736277844476,0.192364869537361,0.2848694711659,0.25597799832429,4.26817599302656
"85",85,0.801496386655877,0.0167696363480021,0.306021523784671,0.0209229094818142,0.0547988786560054,0.15162944428922,0.063613128786929,3.04035769223302
"90",90,0.916489566313453,0.0038064314931888,0.458102648830956,0.00415327313381213,0.00830912351828248,0.0573079507772284,0.00881425013092364,2.12224186730367
"95",95,1,0.000346841640623338,0.697075594769091,0.000346841640623338,0.000497566753485653,0,0.000505126612641151,1.45636092521459
