"","age","nqx","dx","mx","lx","Lx","Px","Tx","ex"
"0",0,0.26116311187,0.26116311187,0.316553399335058,1,0.8250207150471,0.679415007066447,27.1636618371855,27.1636618371855
"1",1,0.2124403073,0.156958735558913,0.0610246581190061,0.73883688813,2.57205432028513,0.814918979027016,26.3386411221384,35.6487900716512
"5",5,0.08814706638,0.0512908521397554,0.0185276501817394,0.581878152571087,2.76834091947111,0.93759270147487,23.7665868018532,40.844611018369
"10",10,0.04504463012,0.0239001086942986,0.00920801643738932,0.530587300431332,2.59557624129034,0.953551580976285,20.9982458823821,39.5754777117959
"15",15,0.04804092414,0.0243417209409484,0.00983497586616242,0.506687191737033,2.47501582842689,0.942888973514917,18.4026696410918,36.3195871954124
"20",20,0.06743284016,0.0325259250340923,0.0139377002131213,0.482345470796085,2.3336651338986,0.930756398366582,15.9276538126649,33.0212571217414
"25",25,0.07134710511,0.0320933224120133,0.014775429396826,0.449819545761992,2.17207375502113,0.926470120473753,13.5939886787663,30.2209826292411
"30",30,0.07607622628,0.0317790346906628,0.0157919120103155,0.417726223349979,2.0123614334923,0.918973689757893,11.4219149237452,27.3430641537093
"35",35,0.08683045893,0.0335119715140317,0.0181213652889493,0.385947188659316,1.8493072116629,0.905394082269351,9.40955349025287,24.3804172351645
"40",40,0.10383028771,0.0365934499953312,0.0218552934155974,0.352435217145284,1.67435180573763,0.887277073467083,7.56024627858997,21.4514495453314
"45",45,0.12347277885,0.0389978606668994,0.0262503324891207,0.315841767149953,1.48561397014921,0.865347282058139,5.88589447285234,18.6355798536863
"50",50,0.14847042992,0.0411031338162713,0.0319726421051332,0.276843906483054,1.28557201125622,0.833476142755444,4.40028050270313,15.8944459302104
"55",55,0.18949179669,0.0446709425657175,0.041690349355966,0.235740772666783,1.07149360117619,0.784994837223047,3.11470849144691,13.2124301460975
"60",60,0.24910658188,0.0475967522768687,0.0565875560556655,0.191069830101065,0.841116945040841,0.714756758671523,2.04321489027072,10.6935505683445
"65",65,0.33737853349,0.048404736591624,0.0805143346017781,0.143473077824196,0.601194021301084,0.609832309671421,1.20209794522988,8.37856107542953
"70",70,0.47647375817,0.0452975698300718,0.123552011413725,0.0950683412325724,0.36662753857069,0.465043342708898,0.600903923928799,6.32075742710988
"75",75,0.62973635922,0.0313424643785817,0.18382925459849,0.0497707714025007,0.170497696066049,0.306460717717557,0.234276385358109,4.70710778146264
"80",80,0.748275994759077,0.0137894597700487,0.263908831053194,0.018428307023919,0.0522508463055913,0.200675506315117,0.0637786892920597,3.4609087643959
"85",85,0.872098584869896,0.00404553212552791,0.385822861547503,0.00463884725387032,0.0104854650377679,0.0961767489313117,0.0115278429864684,2.48506630108383
"90",90,0.953388257102337,0.00056565967612282,0.560915487501306,0.00059331512834241,0.00100845793836545,0.0325409899330062,0.0010423779487005,1.75687067277835
"95",95,1,2.76554522195904e-05,0.821192759172455,2.76554522195904e-05,3.36771749515422e-05,0,3.39200103350507e-05,1.22652163001054
